School Name,District/Charter Holder Name,Content Area,Number Tested,Percent Passing,Performance Level,Performance Percentage
Kaizen Education Foundation dba Gilbert Arts Academy,Kaizen Education Foundation dba Gilbert Arts Academy,Math,78,58,Percent Performance Level 3,46
Havasu Preparatory Academy,Kaizen Education Foundation dba Havasu Preparatory Academy,Math,155,60,Percent Performance Level 3,41
Liberty Arts Academy,Kaizen Education Foundation dba Liberty Arts Academy,Math,143,28,Percent Performance Level 3,20
Mission Heights Preparatory High School,Kaizen Education Foundation dba Mission Heights Preparatory High School,Math,182,38,Percent Performance Level 3,25
Skyview High School,Kaizen Education Foundation dba Skyview High School,Math,38,16,Percent Performance Level 3,13
Kaizen Education Foundation dba Vista Grove Preparatory Academy Elementary,Kaizen Education Foundation dba Vista Grove Preparatory Academy Elementary,Math,178,30,Percent Performance Level 3,23
Kayenta Middle School,Kayenta Unified School District #27,Math,526,19,Percent Performance Level 3,15
Keystone Montessori Charter School,"Keystone Montessori Charter School, Inc.",Math,148,72,Percent Performance Level 3,41
Khalsa School,Khalsa Family Services,Math,150,60,Percent Performance Level 3,36
Khalsa Montessori Elementary School - Phoenix,Khalsa Montessori Elementary Schools,Math,65,80,Percent Performance Level 3,48
Kingman Academy of Learning - High School,Kingman Academy Of Learning,Math,201,34,Percent Performance Level 3,28
Kingman Academy of Learning - Intermediate School,Kingman Academy Of Learning,Math,320,68,Percent Performance Level 3,44
Kingman Academy of Learning - Middle School,Kingman Academy Of Learning,Math,326,62,Percent Performance Level 3,31
Black Mountain Elementary School,Kingman Unified School District,Math,367,16,Percent Performance Level 3,14
Cerbat Elementary,Kingman Unified School District,Math,321,32,Percent Performance Level 3,24
Desert Willow Elementary School,Kingman Unified School District,Math,255,42,Percent Performance Level 3,29
Hualapai Elementary,Kingman Unified School District,Math,424,45,Percent Performance Level 3,30
Kingman High School,Kingman Unified School District,Math,610,19,Percent Performance Level 3,17
Kingman Middle School,Kingman Unified School District,Math,616,13,Percent Performance Level 3,11
Lee Williams High School,Kingman Unified School District,Math,742,32,Percent Performance Level 3,26
Manzanita Elementary,Kingman Unified School District,Math,382,62,Percent Performance Level 3,37
Mt Tipton Elementary School,Kingman Unified School District,Math,75,19,Percent Performance Level 3,16
White Cliffs Middle School,Kingman Unified School District,Math,694,37,Percent Performance Level 3,21
Kirkland Elementary School,Kirkland Elementary District,Math,43,56,Percent Performance Level 3,47
C I Waggoner School,Kyrene Elementary District,Math,324,71,Percent Performance Level 3,37
Kyrene Akimel A-Al Middle School,Kyrene Elementary District,Math,1043,51,Percent Performance Level 3,30
Kyrene Altadena Middle School,Kyrene Elementary District,Math,1069,70,Percent Performance Level 3,31
Kyrene Aprende Middle School,Kyrene Elementary District,Math,1127,57,Percent Performance Level 3,28
Kyrene Centennial Middle School,Kyrene Elementary District,Math,877,40,Percent Performance Level 3,26
Kyrene de la Colina School,Kyrene Elementary District,Math,286,65,Percent Performance Level 3,36
Kyrene de la Esperanza School,Kyrene Elementary District,Math,296,57,Percent Performance Level 3,33
Kyrene de la Estrella Elementary School,Kyrene Elementary District,Math,280,75,Percent Performance Level 3,42
Kyrene de la Mariposa School,Kyrene Elementary District,Math,289,58,Percent Performance Level 3,35
Kyrene de la Mirada School,Kyrene Elementary District,Math,283,84,Percent Performance Level 3,41
Kyrene de la Paloma School,Kyrene Elementary District,Math,250,65,Percent Performance Level 3,38
Kyrene de las Brisas School,Kyrene Elementary District,Math,424,68,Percent Performance Level 3,35
Kyrene de las Lomas School,Kyrene Elementary District,Math,326,39,Percent Performance Level 3,25
Kyrene de las Manitas School,Kyrene Elementary District,Math,229,52,Percent Performance Level 3,33
Kyrene de los Cerritos School,Kyrene Elementary District,Math,276,87,Percent Performance Level 3,39
Kyrene De Los Lagos School,Kyrene Elementary District,Math,196,83,Percent Performance Level 3,36
Kyrene de los Ninos School,Kyrene Elementary District,Math,301,42,Percent Performance Level 3,30
Kyrene del Cielo School,Kyrene Elementary District,Math,361,87,Percent Performance Level 3,39
Kyrene del Milenio,Kyrene Elementary District,Math,340,64,Percent Performance Level 3,39
Kyrene del Norte School,Kyrene Elementary District,Math,255,63,Percent Performance Level 3,31
Kyrene del Pueblo Middle School,Kyrene Elementary District,Math,838,51,Percent Performance Level 3,26
Kyrene Middle School,Kyrene Elementary District,Math,908,33,Percent Performance Level 3,15
Kyrene Monte Vista School,Kyrene Elementary District,Math,313,81,Percent Performance Level 3,30
Kyrene Traditional Academy,Kyrene Elementary District,Math,351,69,Percent Performance Level 3,37
La Tierra Community School,"La Tierra Community School, Inc",Math,60,22,Percent Performance Level 3,20
Havasupai Elementary School,Lake Havasu Unified District,Math,228,61,Percent Performance Level 3,38
Jamaica Elementary School,Lake Havasu Unified District,Math,324,57,Percent Performance Level 3,40
Lake Havasu High School,Lake Havasu Unified District,Math,1086,28,Percent Performance Level 3,20
Nautilus Elementary School,Lake Havasu Unified District,Math,215,57,Percent Performance Level 3,40
Oro Grande Elementary School,Lake Havasu Unified District,Math,200,46,Percent Performance Level 3,37
Smoketree Elementary School,Lake Havasu Unified District,Math,255,55,Percent Performance Level 3,37
Starline Elementary School,Lake Havasu Unified District,Math,388,70,Percent Performance Level 3,33
Thunderbolt Middle School,Lake Havasu Unified District,Math,992,46,Percent Performance Level 3,27
Cheatham Elementary School,Laveen Elementary District,Math,575,28,Percent Performance Level 3,21
Desert Meadows Elementary School,Laveen Elementary District,Math,557,38,Percent Performance Level 3,23
Laveen Elementary School,Laveen Elementary District,Math,466,32,Percent Performance Level 3,24
Maurice C. Cash Elementary School,Laveen Elementary District,Math,640,31,Percent Performance Level 3,24
Paseo Pointe School,Laveen Elementary District,Math,548,39,Percent Performance Level 3,28
Rogers Ranch School,Laveen Elementary District,Math,735,36,Percent Performance Level 3,26
Trailside Point Performing Arts Academy,Laveen Elementary District,Math,663,43,Percent Performance Level 3,27
Vista del Sur Accelerated,Laveen Elementary District,Math,642,79,Percent Performance Level 3,37
Leading Edge Academy at East Mesa,LEAD Charter Schools,Math,83,54,Percent Performance Level 3,33
Leading Edge Academy Gilbert Early College,LEAD Charter Schools,Math,220,58,Percent Performance Level 3,40
Leading Edge Academy Gilbert Elementary,LEAD Charter Schools,Math,137,56,Percent Performance Level 3,42
Leading Edge Academy Online,LEAD Charter Schools,Math,55,16,Percent Performance Level 3,9
Leading Edge Academy Mountain View,LEAD Charter Schools dba Leading Edge Academy Queen Creek,Math,182,31,Percent Performance Level 3,26
Leading Edge Academy Maricopa,Leading Edge Academy Maricopa,Math,453,49,Percent Performance Level 3,32
Legacy Traditional School - Queen Creek,Legacy Traditional Charter School,Math,803,73,Percent Performance Level 3,43
Legacy Traditional Charter School - Laveen Village,Legacy Traditional Charter School - Laveen Village,Math,778,51,Percent Performance Level 3,35
Legacy Traditional School - Casa Grande,Legacy Traditional Charter Schools - Casa Grande,Math,725,63,Percent Performance Level 3,39
Legacy Traditional School - Avondale,Legacy Traditional School - Avondale,Math,938,71,Percent Performance Level 3,40
Legacy Traditional School - Chandler,Legacy Traditional School - Chandler,Math,831,77,Percent Performance Level 3,41
Legacy Traditional Charter School - Gilbert,Legacy Traditional School - Gilbert,Math,708,77,Percent Performance Level 3,40
Legacy Traditional School - Glendale,Legacy Traditional School - Glendale,Math,649,71,Percent Performance Level 3,42
Legacy Traditional School - Maricopa,Legacy Traditional School - Maricopa,Math,821,71,Percent Performance Level 3,41
Legacy Traditional School - North Chandler,Legacy Traditional School - North Chandler,Math,359,70,Percent Performance Level 3,45
Legacy Traditional School - Northwest Tucson,Legacy Traditional School - Northwest Tucson,Math,804,69,Percent Performance Level 3,40
Legacy Traditional School - Peoria,Legacy Traditional School - Peoria,Math,150,77,Percent Performance Level 3,53
Legacy Traditional School - Surprise,Legacy Traditional School - Surprise,Math,1232,73,Percent Performance Level 3,42
Leman Academy of Excellence,"Leman Academy of Excellence, Inc.",Math,712,54,Percent Performance Level 3,35
Leman Academy of Excellence-Oro Valley Arizona,"Leman Academy of Excellence, Inc.",Math,276,68,Percent Performance Level 3,43
Leman Academy of Excellence-Sierra Vista,"Leman Academy of Excellence, Inc.",Math,233,46,Percent Performance Level 3,35
Leman Virtual Academy,"Leman Academy of Excellence, Inc.",Math,35,34,Percent Performance Level 3,20
Estrella Mountain Elementary School,Liberty Elementary District,Math,447,52,Percent Performance Level 3,30
Freedom Elementary School,Liberty Elementary District,Math,482,27,Percent Performance Level 3,22
Las Brisas Academy,Liberty Elementary District,Math,272,45,Percent Performance Level 3,28
Liberty Elementary School,Liberty Elementary District,Math,379,42,Percent Performance Level 3,27
Rainbow Valley Elementary School,Liberty Elementary District,Math,407,33,Percent Performance Level 3,25
Westar Elementary School,Liberty Elementary District,Math,476,59,Percent Performance Level 3,35
Liberty Traditional Charter School,Liberty Traditional Charter School,Math,248,37,Percent Performance Level 3,24
Liberty Traditional Charter School - Saddleback,Liberty Traditional Charter School,Math,162,20,Percent Performance Level 3,14
Life Skills Center of Arizona,"Life Skills Center of Arizona, Inc.",Math,75,5,Percent Performance Level 3,3
Great Hearts Academies - Lincoln Prep,Lincoln Preparatory Academy,Math,360,63,Percent Performance Level 3,39
Barbara B. Robey Elementary School,Litchfield Elementary District,Math,406,51,Percent Performance Level 3,32
Corte Sierra Elementary School,Litchfield Elementary District,Math,415,56,Percent Performance Level 3,35
Dreaming Summit Elementary,Litchfield Elementary District,Math,393,68,Percent Performance Level 3,41
L. Thomas Heck Middle School,Litchfield Elementary District,Math,827,44,Percent Performance Level 3,23
Litchfield Elementary School,Litchfield Elementary District,Math,447,69,Percent Performance Level 3,43
Mabel Padgett Elementary School,Litchfield Elementary District,Math,429,64,Percent Performance Level 3,35
Palm Valley Elementary,Litchfield Elementary District,Math,427,61,Percent Performance Level 3,38
Verrado Heritage Elementary School,Litchfield Elementary District,Math,713,59,Percent Performance Level 3,28
Verrado Middle School,Litchfield Elementary District,Math,854,59,Percent Performance Level 3,28
Western Sky Middle School,Litchfield Elementary District,Math,997,55,Percent Performance Level 3,23
Wigwam Creek Middle School,Litchfield Elementary District,Math,980,48,Percent Performance Level 3,26
Mission Montessori Academy,Little Lamb Community School,Math,125,72,Percent Performance Level 3,38
Beaver Dam Elementary,Littlefield Unified District,Math,95,44,Percent Performance Level 3,31
Collier Elementary School,Littleton Elementary District,Math,670,24,Percent Performance Level 3,19
Country Place Elementary,Littleton Elementary District,Math,678,29,Percent Performance Level 3,23
Estrella Vista Elementary School,Littleton Elementary District,Math,686,29,Percent Performance Level 3,22
Fine Arts Academy,Littleton Elementary District,Math,444,17,Percent Performance Level 3,15
Littleton Elementary School,Littleton Elementary District,Math,354,12,Percent Performance Level 3,10
Quentin Elementary School,Littleton Elementary District,Math,606,27,Percent Performance Level 3,20
Tres Rios Elementary School,Littleton Elementary District,Math,640,23,Percent Performance Level 3,18
Madison #1 Elementary School,Madison Elementary District,Math,946,50,Percent Performance Level 3,27
Madison Camelview Elementary,Madison Elementary District,Math,233,50,Percent Performance Level 3,34
Madison Heights Elementary School,Madison Elementary District,Math,160,76,Percent Performance Level 3,38
Madison Meadows School,Madison Elementary District,Math,793,63,Percent Performance Level 3,29
